type,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,UnmetPolicyPenalty,Total
DRIMaking,2.2847322469863625e9,5.667581347167544e8,0.0,2.560079899972875e9,0.0,0.0,0.0,5.411570281675992e9
ThermalMethanol{Coal},3.6057211333427657e6,6.373608193254872e9,0.0,4.4424686931093605e10,0.0,0.0,0.0,5.080190084548182e10
ThermalMethanolCCS{Coal},2.2560106872663125e6,1.779234761232947e7,0.0,4.1022525534414575e7,0.0,0.0,0.0,6.107088383401036e7
ThermalMethanol{CokingOvenGas},0.0,1.353360072874189e7,0.0,6.722714117100993e6,0.0,0.0,0.0,2.0256314845842883e7
ThermalMethanol{NaturalGas},0.0,2.813861393784392e8,0.0,3.376069513116031e9,0.0,0.0,0.0,3.6574556524944706e9
ThermalMethanolCCS{NaturalGas},3.22543719347136e6,1.4944867270849273e7,0.0,5.413082052789484e7,0.0,0.0,0.0,7.230112499221547e7
SyntheticMethanol,1.159412717176713e8,6.5723509587575115e7,0.0,0.0,0.0,0.0,0.0,1.816647813052464e8
Steelmaking,1.6144217422066412e9,5.391321506143876e10,0.0,2.6763488351369504e11,0.0,0.0,0.0,3.2316252031734045e11
OneWayTransmissionLink{SteelScrap},0.0,0.0,2.091065894211441e8,2.0612570077608466e9,0.0,0.0,0.0,2.2703635971819906e9
CementPlant{Coal},49445.381469100466,2.8946011503189463e7,4.281871210857027e10,8.562946453603868e10,0.0,0.0,0.0,1.284771721014936e11
ThermalPower{Coal},179644.84439467965,2.5636529604053513e10,1.4459489463449295e10,8.180227709536871e10,2.5830350433390822e7,0.0,0.0,1.219243061581493e11
ThermalPower{NaturalGas},3.632368379956143e9,7.4504903334036875e9,8.255960610236647e9,1.0933950782732385e11,2.0010504648549376e9,0.0,0.0,1.3067937761577527e11
ThermalPowerCCS{Coal},1.0407862047502453e10,1.9022699212183301e9,3.817406582803332e9,1.4743447641419554e10,1.6923987221534025e7,0.0,0.0,3.0887910180165203e10
ThermalPowerCCS{NaturalGas},3.723758742920085e7,2.1376529855224967e7,1.6496476297290744e7,1.3481648129828027e8,1.4103893275129722e7,0.0,0.0,2.2403096815512657e8
ThermalPower{Uranium},0.0,7.3377178081159725e9,2.956185517828221e9,1.1815970069517582e10,0.0,0.0,0.0,2.2109873395461777e10
BECCSElectricity,8.821796102801163e10,1.5790162248278877e10,0.0,2.670528199788204e11,0.0,0.0,0.0,3.710609432551109e11
HydroRes,0.0,5.358387681408917e10,0.0,0.0,0.0,0.0,0.0,5.358387681408917e10
VRE{Generic},5.048787792581075e11,2.3909925358101477e11,0.0,0.0,0.0,0.0,0.0,7.439780328391223e11
Electrolyzer,6.8712773326853e9,1.2806416487626884e9,0.0,0.0,0.0,0.0,0.0,8.1519189814479885e9
ThermalHydrogen{NaturalGas},4.936891049975573e8,1.7625570817558236e9,9.16667232920001e8,1.5153796718354473e10,9.613706849951172e6,0.0,0.0,1.8336323844877808e10
ThermalHydrogenCCS{NaturalGas},5.7076417143425755e7,3.970007345133799e7,2.483917880647398e7,1.5174579730575824e8,453908.04548141547,0.0,0.0,2.738153747524774e8
ThermalHydrogen{Coal},1.507845592039418e6,7.821433894397516e8,2.182109636272338e8,9.085010687075224e8,1.3758911970156457e6,0.0,0.0,1.911739158563563e9
ThermalHydrogenCCS{Coal},3.300746514280198e7,4.852654257119965e7,1.7488095381580174e7,6.719989604454711e7,249754.90331353198,0.0,0.0,1.6647175404344243e8
OneWayTransmissionLink{Electricity},5.330693528699568e9,7.067203851636901e9,0.0,0.0,0.0,0.0,0.0,1.2397897380336468e10
Battery,2.514414676452526e10,1.4536891211399662e10,1.4203867560622218e8,0.0,0.0,0.0,0.0,3.982307665153115e10
GasStorage{Hydrogen},7.438577394851317e7,2.224774461071201e7,0.0,0.0,0.0,0.0,0.0,9.663351855922517e7
TransmissionLink{Electricity},3.3669021521215434e9,5.309644945237005e9,0.0,0.0,0.0,0.0,0.0,8.67654709735855e9
CO2Injection,1.0191419844183804e10,1.8394948593917468e9,0.0,0.0,0.0,0.0,0.0,1.203091470357555e10
OneWayTransmissionLink{CO2Captured},75568.42495040828,237923.70094768808,0.0,0.0,0.0,0.0,0.0,313492.12589809636
Node{Electricity},0.0,0.0,0.0,0.0,0.0,5.780241788903563e7,0.0,5.780241788903563e7
Node{Hydrogen},0.0,0.0,0.0,0.0,0.0,1.4901773941113966e7,0.0,1.4901773941113966e7
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,5.423244342798671e6,5.423244342798671e6
Total,6.629206968465778e11,5.112677682995504e11,1.3353959123975116e11,1.3373446041172441e12,2.0696019567807543e9,7.270419183014959e7,5.423244342798671e6,2.647220389896077e12
