period,province,region_num,province_label,category,cost_usd,production_tons_annual,status,cost_per_ton
3,Region5Innermongolia,5,Innermongolia,Steel Scrap,560031366.7884942,27452517.97982815,ok,20.4
3,Region5Innermongolia,5,Innermongolia,DRI,0.0,27452517.97982815,structural_zero,0.0
3,Region5Innermongolia,5,Innermongolia,Hydrogen,0.0,27452517.97982815,structural_zero,0.0
3,Region5Innermongolia,5,Innermongolia,Electricity,185614150.79871553,27452517.97982815,ok,6.761279636902636
3,Region6Liaoning,6,Liaoning,Investment,2290.1770641640487,13915226.63655389,ok,0.00016458065139578724
3,Region6Liaoning,6,Liaoning,Fixed O&M,2504740794.5797,13915226.63655389,ok,180.0
3,Region6Liaoning,6,Liaoning,Variable O&M,0.0,13915226.63655389,ok,0.0
3,Region6Liaoning,6,Liaoning,Coal,996260502.5530226,13915226.63655389,ok,71.59498932888002
3,Region6Liaoning,6,Liaoning,Natural Gas,0.0,13915226.63655389,structural_zero,0.0
3,Region6Liaoning,6,Liaoning,Steel Scrap,283870623.3856994,13915226.63655389,ok,20.400000000000002
3,Region6Liaoning,6,Liaoning,DRI,0.0,13915226.63655389,structural_zero,0.0
3,Region6Liaoning,6,Liaoning,Hydrogen,0.0,13915226.63655389,structural_zero,0.0
3,Region6Liaoning,6,Liaoning,Electricity,101127943.38714321,13915226.63655389,ok,7.267430565700623
3,Region7Jilin,7,Jilin,Investment,2156.7138072156395,12556242.844513573,ok,0.0001717642637150819
3,Region7Jilin,7,Jilin,Fixed O&M,2260123712.0124435,12556242.844513573,ok,180.00000000000003
3,Region7Jilin,7,Jilin,Variable O&M,0.0,12556242.844513573,ok,0.0
3,Region7Jilin,7,Jilin,Coal,935861851.3155427,12556242.844513573,ok,74.53358961789002
3,Region7Jilin,7,Jilin,Natural Gas,0.0,12556242.844513573,structural_zero,0.0
3,Region7Jilin,7,Jilin,Steel Scrap,256147354.0280769,12556242.844513573,ok,20.4
3,Region7Jilin,7,Jilin,DRI,0.0,12556242.844513573,structural_zero,0.0
3,Region7Jilin,7,Jilin,Hydrogen,0.0,12556242.844513573,structural_zero,0.0
3,Region7Jilin,7,Jilin,Electricity,72207878.38853192,12556242.844513573,ok,5.75075516479701
3,Region8Heilongjiang,8,Heilongjiang,Investment,2233.036361706831,9152729.87126802,ok,0.00024397490072516106
3,Region8Heilongjiang,8,Heilongjiang,Fixed O&M,1647491376.8282435,9152729.87126802,ok,180.0
3,Region8Heilongjiang,8,Heilongjiang,Variable O&M,0.0,9152729.87126802,ok,0.0
3,Region8Heilongjiang,8,Heilongjiang,Coal,622280606.4407516,9152729.87126802,ok,67.98852530261999
3,Region8Heilongjiang,8,Heilongjiang,Natural Gas,0.0,9152729.87126802,structural_zero,0.0
3,Region8Heilongjiang,8,Heilongjiang,Steel Scrap,186715689.37386763,9152729.87126802,ok,20.400000000000006
3,Region8Heilongjiang,8,Heilongjiang,DRI,0.0,9152729.87126802,structural_zero,0.0
3,Region8Heilongjiang,8,Heilongjiang,Hydrogen,0.0,9152729.87126802,structural_zero,0.0
3,Region8Heilongjiang,8,Heilongjiang,Electricity,54191085.605930164,9152729.87126802,ok,5.92075657952555
3,Region9Shanghai,9,Shanghai,Investment,2819.309801911392,16196280.640254544,ok,0.00017407143433315335
3,Region9Shanghai,9,Shanghai,Fixed O&M,2915330515.245818,16196280.640254544,ok,180.0
3,Region9Shanghai,9,Shanghai,Variable O&M,0.0,16196280.640254544,ok,0.0
3,Region9Shanghai,9,Shanghai,Coal,1176879591.5628622,16196280.640254544,ok,72.66357120522
3,Region9Shanghai,9,Shanghai,Natural Gas,0.0,16196280.640254544,structural_zero,0.0
3,Region9Shanghai,9,Shanghai,Steel Scrap,330404125.0611927,16196280.640254544,ok,20.4
3,Region9Shanghai,9,Shanghai,DRI,0.0,16196280.640254544,structural_zero,0.0
3,Region9Shanghai,9,Shanghai,Hydrogen,0.0,16196280.640254544,structural_zero,0.0
3,Region9Shanghai,9,Shanghai,Electricity,144706576.90503964,16196280.640254544,ok,8.93455603290691
3,Region10Jiangsu,10,Jiangsu,Investment,2640.6260100392906,102723904.8304458,ok,2.5706051715984313e-05
3,Region10Jiangsu,10,Jiangsu,Fixed O&M,18490302869.480244,102723904.8304458,ok,180.0
3,Region10Jiangsu,10,Jiangsu,Variable O&M,0.0,102723904.8304458,ok,0.0
3,Region10Jiangsu,10,Jiangsu,Coal,7971966982.503249,102723904.8304458,ok,77.60576270598
3,Region10Jiangsu,10,Jiangsu,Natural Gas,0.0,102723904.8304458,structural_zero,0.0
3,Region10Jiangsu,10,Jiangsu,Steel Scrap,2095567658.5410948,102723904.8304458,ok,20.400000000000006
3,Region10Jiangsu,10,Jiangsu,DRI,0.0,102723904.8304458,structural_zero,0.0
3,Region10Jiangsu,10,Jiangsu,Hydrogen,0.0,102723904.8304458,structural_zero,0.0
3,Region10Jiangsu,10,Jiangsu,Electricity,934998897.069901,102723904.8304458,ok,9.102057584485259
3,Region11Zhejiang,11,Zhejiang,Investment,3003.8520272483943,8995101.569048103,ok,0.00033394309160271924
3,Region11Zhejiang,11,Zhejiang,Fixed O&M,1619118282.4286587,8995101.569048103,ok,180.00000000000003
3,Region11Zhejiang,11,Zhejiang,Variable O&M,0.0,8995101.569048103,ok,0.0
3,Region11Zhejiang,11,Zhejiang,Coal,676444711.0695176,8995101.569048103,ok,75.20145335514
3,Region11Zhejiang,11,Zhejiang,Natural Gas,0.0,8995101.569048103,structural_zero,0.0
3,Region11Zhejiang,11,Zhejiang,Steel Scrap,183500072.00858134,8995101.569048103,ok,20.400000000000006
3,Region11Zhejiang,11,Zhejiang,DRI,0.0,8995101.569048103,structural_zero,0.0
3,Region11Zhejiang,11,Zhejiang,Hydrogen,0.0,8995101.569048103,structural_zero,0.0
3,Region11Zhejiang,11,Zhejiang,Electricity,75518865.24588339,8995101.569048103,ok,8.395554476643346
3,Region12Anhui,12,Anhui,Investment,2564.488711793032,32453909.156293593,ok,7.90194087079866e-05
3,Region12Anhui,12,Anhui,Fixed O&M,5841703648.132847,32453909.156293593,ok,180.0
3,Region12Anhui,12,Anhui,Variable O&M,0.0,32453909.156293593,ok,0.0
3,Region12Anhui,12,Anhui,Coal,2648659100.5073366,32453909.156293593,ok,81.61294492296001
3,Region12Anhui,12,Anhui,Natural Gas,0.0,32453909.156293593,structural_zero,0.0
3,Region12Anhui,12,Anhui,Steel Scrap,662059746.7883894,32453909.156293593,ok,20.400000000000006
3,Region12Anhui,12,Anhui,DRI,0.0,32453909.156293593,structural_zero,0.0
3,Region12Anhui,12,Anhui,Hydrogen,0.0,32453909.156293593,structural_zero,0.0
3,Region12Anhui,12,Anhui,Electricity,275233045.3708285,32453909.156293593,ok,8.480736297292994
3,Region13Fujian,13,Fujian,Investment,3081.9790520530164,25254176.267106034,ok,0.00012203839156960915
3,Region13Fujian,13,Fujian,Fixed O&M,4545751728.079086,25254176.267106034,ok,180.0
3,Region13Fujian,13,Fujian,Variable O&M,0.0,25254176.267106034,ok,0.0
3,Region13Fujian,13,Fujian,Coal,1926136914.9380565,25254176.267106034,ok,76.27003528311
3,Region13Fujian,13,Fujian,Natural Gas,0.0,25254176.267106034,structural_zero,0.0
3,Region13Fujian,13,Fujian,Steel Scrap,515185195.84896326,25254176.267106034,ok,20.400000000000006
3,Region13Fujian,13,Fujian,DRI,0.0,25254176.267106034,structural_zero,0.0
3,Region13Fujian,13,Fujian,Hydrogen,0.0,25254176.267106034,structural_zero,0.0
3,Region13Fujian,13,Fujian,Electricity,203128302.28433594,25254176.267106034,ok,8.043354894489818
3,Region14Jiangxi,14,Jiangxi,Investment,2378.8453368005166,20144287.876779944,ok,0.00011809031678615855
3,Region14Jiangxi,14,Jiangxi,Fixed O&M,3625971817.8203897,20144287.876779944,ok,180.0
3,Region14Jiangxi,14,Jiangxi,Variable O&M,0.0,20144287.876779944,ok,0.0
3,Region14Jiangxi,14,Jiangxi,Coal,1853911421.015164,20144287.876779944,ok,92.03161870775999
3,Region14Jiangxi,14,Jiangxi,Natural Gas,0.0,20144287.876779944,structural_zero,0.0
3,Region14Jiangxi,14,Jiangxi,Steel Scrap,410943472.6863108,20144287.876779944,ok,20.4
3,Region14Jiangxi,14,Jiangxi,DRI,0.0,20144287.876779944,structural_zero,0.0
3,Region14Jiangxi,14,Jiangxi,Hydrogen,0.0,20144287.876779944,structural_zero,0.0
3,Region14Jiangxi,14,Jiangxi,Electricity,155188995.128786,20144287.876779944,ok,7.703870996982242
3,Region15Shandong,15,Shandong,Investment,950.6223515872468,25.563068843867576,ok,37.187332921309064
3,Region15Shandong,15,Shandong,Fixed O&M,4601.35239189624,25.563068843867576,ok,180.00000000000298
3,Region15Shandong,15,Shandong,Variable O&M,0.0,25.563068843867576,ok,0.0
3,Region15Shandong,15,Shandong,Coal,2024.8158041589436,25.563068843867576,ok,79.20863557212085
3,Region15Shandong,15,Shandong,Natural Gas,0.0,25.563068843867576,structural_zero,0.0
3,Region15Shandong,15,Shandong,Steel Scrap,521.4866044146517,25.563068843867576,ok,20.399999999990342
3,Region15Shandong,15,Shandong,DRI,0.0,25.563068843867576,structural_zero,0.0
3,Region15Shandong,15,Shandong,Hydrogen,0.0,25.563068843867576,structural_zero,0.0
3,Region15Shandong,15,Shandong,Electricity,211.1723273381952,25.563068843867576,ok,8.260836311476513
3,Region16Henan,16,Henan,Investment,2349.313563927953,107.36251417575059,ok,21.88206546730237
3,Region16Henan,16,Henan,Fixed O&M,19325.252551635134,107.36251417575059,ok,180.00000000000026
3,Region16Henan,16,Henan,Variable O&M,0.0,107.36251417575059,ok,0.0
3,Region16Henan,16,Henan,Coal,8618.763901843231,107.36251417575059,ok,80.27721750009005
3,Region16Henan,16,Henan,Natural Gas,0.0,107.36251417575059,structural_zero,0.0
3,Region16Henan,16,Henan,Steel Scrap,2190.1952891851847,107.36251417575059,ok,20.399999999998816
3,Region16Henan,16,Henan,DRI,0.0,107.36251417575059,structural_zero,0.0
3,Region16Henan,16,Henan,Hydrogen,0.0,107.36251417575059,structural_zero,0.0
3,Region16Henan,16,Henan,Electricity,892.4813207083756,107.36251417575059,ok,8.312783354229197
3,Region17Hubei,17,Hubei,Investment,2337.9404470384125,28468842.47033919,ok,8.212277859467734e-05
3,Region17Hubei,17,Hubei,Fixed O&M,5124391644.661054,28468842.47033919,ok,179.99999999999997
3,Region17Hubei,17,Hubei,Variable O&M,0.0,28468842.47033919,ok,0.0
3,Region17Hubei,17,Hubei,Coal,2509756477.5018764,28468842.47033919,ok,88.15800923822998
3,Region17Hubei,17,Hubei,Natural Gas,0.0,28468842.47033919,structural_zero,0.0
3,Region17Hubei,17,Hubei,Steel Scrap,580764386.3949195,28468842.47033919,ok,20.400000000000002
3,Region17Hubei,17,Hubei,DRI,0.0,28468842.47033919,structural_zero,0.0
3,Region17Hubei,17,Hubei,Hydrogen,0.0,28468842.47033919,structural_zero,0.0
3,Region17Hubei,17,Hubei,Electricity,227454977.6415593,28468842.47033919,ok,7.989611024000629
3,Region18Hunan,18,Hunan,Investment,2315.454037872924,18199920.41618177,ok,0.00012722330564776676
3,Region18Hunan,18,Hunan,Fixed O&M,3275985674.9127183,18199920.41618177,ok,180.0
3,Region18Hunan,18,Hunan,Variable O&M,0.0,18199920.41618177,ok,0.0
3,Region18Hunan,18,Hunan,Coal,1684692189.7470603,18199920.41618177,ok,92.56590969756
3,Region18Hunan,18,Hunan,Natural Gas,0.0,18199920.41618177,structural_zero,0.0
3,Region18Hunan,18,Hunan,Steel Scrap,371278376.49010813,18199920.41618177,ok,20.400000000000002
3,Region18Hunan,18,Hunan,DRI,0.0,18199920.41618177,structural_zero,0.0
3,Region18Hunan,18,Hunan,Hydrogen,0.0,18199920.41618177,structural_zero,0.0
3,Region18Hunan,18,Hunan,Electricity,128638911.99643019,18199920.41618177,ok,7.068102994673305
3,Region19Guangdong,19,Guangdong,Investment,4845.810238093547,28951370.58367554,ok,0.00016737757627357012
3,Region19Guangdong,19,Guangdong,Fixed O&M,5211246705.061598,28951370.58367554,ok,180.00000000000003
3,Region19Guangdong,19,Guangdong,Variable O&M,0.0,28951370.58367554,ok,0.0
3,Region19Guangdong,19,Guangdong,Coal,2293198561.8757515,28951370.58367554,ok,79.20863557212002
3,Region19Guangdong,19,Guangdong,Natural Gas,0.0,28951370.58367554,structural_zero,0.0
3,Region19Guangdong,19,Guangdong,Steel Scrap,590607959.906981,28951370.58367554,ok,20.4
3,Region19Guangdong,19,Guangdong,DRI,0.0,28951370.58367554,structural_zero,0.0
3,Region19Guangdong,19,Guangdong,Hydrogen,0.0,28951370.58367554,structural_zero,0.0
3,Region19Guangdong,19,Guangdong,Electricity,278576478.1273299,28951370.58367554,ok,9.622220727760897
3,Region20Guangxi,20,Guangxi,Investment,2390.0558932703757,37883905.86282122,ok,6.308895133265405e-05
3,Region20Guangxi,20,Guangxi,Fixed O&M,6819103055.30782,37883905.86282122,ok,180.0
3,Region20Guangxi,20,Guangxi,Variable O&M,0.0,37883905.86282122,ok,0.0
3,Region20Guangxi,20,Guangxi,Coal,3466276151.922846,37883905.86282122,ok,91.49732776959
3,Region20Guangxi,20,Guangxi,Natural Gas,0.0,37883905.86282122,structural_zero,0.0
3,Region20Guangxi,20,Guangxi,Steel Scrap,772831679.6015533,37883905.86282122,ok,20.40000000000001
3,Region20Guangxi,20,Guangxi,DRI,0.0,37883905.86282122,structural_zero,0.0
3,Region20Guangxi,20,Guangxi,Hydrogen,0.0,37883905.86282122,structural_zero,0.0
3,Region20Guangxi,20,Guangxi,Electricity,282691653.59127486,37883905.86282122,ok,7.462051421384848
3,Region22Chongqing,22,Chongqing,Investment,2844.11341674217,11396028.981255513,ok,0.0002495705672054926
3,Region22Chongqing,22,Chongqing,Fixed O&M,2051285216.625992,11396028.981255513,ok,179.99999999999997
3,Region22Chongqing,22,Chongqing,Variable O&M,0.0,11396028.981255513,ok,0.0
3,Region22Chongqing,22,Chongqing,Coal,927019087.7855699,11396028.981255513,ok,81.34579942806
3,Region22Chongqing,22,Chongqing,Natural Gas,0.0,11396028.981255513,structural_zero,0.0
3,Region22Chongqing,22,Chongqing,Steel Scrap,232478991.21761248,11396028.981255513,ok,20.400000000000002
3,Region22Chongqing,22,Chongqing,DRI,0.0,11396028.981255513,structural_zero,0.0
3,Region22Chongqing,22,Chongqing,Hydrogen,0.0,11396028.981255513,structural_zero,0.0
3,Region22Chongqing,22,Chongqing,Electricity,86196010.94546318,11396028.981255513,ok,7.563688288897882
3,Region23Sichuan,23,Sichuan,Investment,2414.9707941880056,18150014.228149436,ok,0.00013305613779864426
3,Region23Sichuan,23,Sichuan,Fixed O&M,3267002561.0668983,18150014.228149436,ok,180.0
3,Region23Sichuan,23,Sichuan,Variable O&M,0.0,18150014.228149436,ok,0.0
3,Region23Sichuan,23,Sichuan,Coal,1573401303.0024734,18150014.228149436,ok,86.68870906790998
3,Region23Sichuan,23,Sichuan,Natural Gas,0.0,18150014.228149436,structural_zero,0.0
3,Region23Sichuan,23,Sichuan,Steel Scrap,370260290.2542485,18150014.228149436,ok,20.4
3,Region23Sichuan,23,Sichuan,DRI,0.0,18150014.228149436,structural_zero,0.0
3,Region23Sichuan,23,Sichuan,Hydrogen,0.0,18150014.228149436,structural_zero,0.0
3,Region23Sichuan,23,Sichuan,Electricity,137116606.49889168,18150014.228149436,ok,7.55462804465647
3,Region24Guizhou,24,Guizhou,Investment,4466.059564263631,3503847.327995954,ok,0.001274615913935388
3,Region24Guizhou,24,Guizhou,Fixed O&M,630692519.0392717,3503847.327995954,ok,180.0
3,Region24Guizhou,24,Guizhou,Variable O&M,0.0,3503847.327995954,ok,0.0
3,Region24Guizhou,24,Guizhou,Coal,231669153.87833703,3503847.327995954,ok,66.11850694158
3,Region24Guizhou,24,Guizhou,Natural Gas,0.0,3503847.327995954,structural_zero,0.0
3,Region24Guizhou,24,Guizhou,Steel Scrap,71478485.49111746,3503847.327995954,ok,20.4
3,Region24Guizhou,24,Guizhou,DRI,0.0,3503847.327995954,structural_zero,0.0
3,Region24Guizhou,24,Guizhou,Hydrogen,0.0,3503847.327995954,structural_zero,0.0
3,Region24Guizhou,24,Guizhou,Electricity,24674993.106478795,3503847.327995954,ok,7.042256924074315
3,Region25Yunnan,25,Yunnan,Investment,6598.4711853321305,12947227.320254494,ok,0.000509643572489807
3,Region25Yunnan,25,Yunnan,Fixed O&M,2330500917.6458087,12947227.320254494,ok,180.0
3,Region25Yunnan,25,Yunnan,Variable O&M,0.0,12947227.320254494,ok,0.0
3,Region25Yunnan,25,Yunnan,Coal,731534780.594305,12947227.320254494,ok,56.50126953822001
3,Region25Yunnan,25,Yunnan,Natural Gas,0.0,12947227.320254494,structural_zero,0.0
3,Region25Yunnan,25,Yunnan,Steel Scrap,264123437.33319166,12947227.320254494,ok,20.4
3,Region25Yunnan,25,Yunnan,DRI,0.0,12947227.320254494,structural_zero,0.0
3,Region25Yunnan,25,Yunnan,Hydrogen,0.0,12947227.320254494,structural_zero,0.0
3,Region25Yunnan,25,Yunnan,Electricity,99153363.44878203,12947227.320254494,ok,7.658270067883001
3,Region27Shaanxi,27,Shaanxi,Investment,2953.2029031963166,12096308.107514314,ok,0.0002441408466903853
3,Region27Shaanxi,27,Shaanxi,Fixed O&M,2177335459.3525767,12096308.107514314,ok,180.0
3,Region27Shaanxi,27,Shaanxi,Variable O&M,0.0,12096308.107514314,ok,0.0
3,Region27Shaanxi,27,Shaanxi,Coal,715771505.7094054,12096308.107514314,ok,59.17272438396001
3,Region27Shaanxi,27,Shaanxi,Natural Gas,0.0,12096308.107514314,structural_zero,0.0
3,Region27Shaanxi,27,Shaanxi,Steel Scrap,246764685.393292,12096308.107514314,ok,20.4
3,Region27Shaanxi,27,Shaanxi,DRI,0.0,12096308.107514314,structural_zero,0.0
3,Region27Shaanxi,27,Shaanxi,Hydrogen,0.0,12096308.107514314,structural_zero,0.0
3,Region27Shaanxi,27,Shaanxi,Electricity,86824613.04379821,12096308.107514314,ok,7.177777903148989
3,Region28Gansu,28,Gansu,Investment,2465.724262908411,10002162.86290747,ok,0.0002465191075874628
3,Region28Gansu,28,Gansu,Fixed O&M,1800389315.3233442,10002162.86290747,ok,179.99999999999997
3,Region28Gansu,28,Gansu,Variable O&M,0.0,10002162.86290747,ok,0.0
3,Region28Gansu,28,Gansu,Coal,706752628.8172936,10002162.86290747,ok,70.65998009673
3,Region28Gansu,28,Gansu,Natural Gas,0.0,10002162.86290747,structural_zero,0.0
3,Region28Gansu,28,Gansu,Steel Scrap,204044122.40331236,10002162.86290747,ok,20.4
3,Region28Gansu,28,Gansu,DRI,0.0,10002162.86290747,structural_zero,0.0
3,Region28Gansu,28,Gansu,Hydrogen,0.0,10002162.86290747,structural_zero,0.0
3,Region28Gansu,28,Gansu,Electricity,60448879.12648146,10002162.86290747,ok,6.043580768980793
3,Region29Qinghai,29,Qinghai,Investment,2610.418329867733,902184.9252912595,ok,0.0028934404207928777
3,Region29Qinghai,29,Qinghai,Fixed O&M,162393286.55242673,902184.9252912595,ok,180.0
3,Region29Qinghai,29,Qinghai,Variable O&M,0.0,902184.9252912595,ok,0.0
3,Region29Qinghai,29,Qinghai,Coal,58446047.10024752,902184.9252912595,ok,64.78277951871
3,Region29Qinghai,29,Qinghai,Natural Gas,0.0,902184.9252912595,structural_zero,0.0
3,Region29Qinghai,29,Qinghai,Steel Scrap,18404572.4759417,902184.9252912595,ok,20.400000000000006
3,Region29Qinghai,29,Qinghai,DRI,0.0,902184.9252912595,structural_zero,0.0
3,Region29Qinghai,29,Qinghai,Hydrogen,0.0,902184.9252912595,structural_zero,0.0
3,Region29Qinghai,29,Qinghai,Electricity,6533619.736927501,902184.9252912595,ok,7.241996129361395
3,Region30Ningxia,30,Ningxia,Investment,2999.5021616753693,5299560.807807893,ok,0.0005659907057309683
3,Region30Ningxia,30,Ningxia,Fixed O&M,953920945.4054208,5299560.807807893,ok,180.00000000000003
3,Region30Ningxia,30,Ningxia,Variable O&M,0.0,5299560.807807893,ok,0.0
3,Region30Ningxia,30,Ningxia,Coal,277487730.9119115,5299560.807807893,ok,52.360514573790006
3,Region30Ningxia,30,Ningxia,Natural Gas,0.0,5299560.807807893,structural_zero,0.0
3,Region30Ningxia,30,Ningxia,Steel Scrap,108111040.47928102,5299560.807807893,ok,20.400000000000002
3,Region30Ningxia,30,Ningxia,DRI,0.0,5299560.807807893,structural_zero,0.0
3,Region30Ningxia,30,Ningxia,Hydrogen,0.0,5299560.807807893,structural_zero,0.0
3,Region30Ningxia,30,Ningxia,Electricity,38255225.605574146,5299560.807807893,ok,7.2185652722792355
3,Region31Xinjiang,31,Xinjiang,Investment,2399.3241554346537,12459283.963471297,ok,0.0001925731978233342
3,Region31Xinjiang,31,Xinjiang,Fixed O&M,2242671113.4248333,12459283.963471297,ok,179.99999999999997
3,Region31Xinjiang,31,Xinjiang,Variable O&M,0.0,12459283.963471297,ok,0.0
3,Region31Xinjiang,31,Xinjiang,Coal,399412971.1362833,12459283.963471297,ok,32.057457901056004
3,Region31Xinjiang,31,Xinjiang,Natural Gas,0.0,12459283.963471297,structural_zero,0.0
3,Region31Xinjiang,31,Xinjiang,Steel Scrap,254169392.8548145,12459283.963471297,ok,20.400000000000002
3,Region31Xinjiang,31,Xinjiang,DRI,0.0,12459283.963471297,structural_zero,0.0
3,Region31Xinjiang,31,Xinjiang,Hydrogen,0.0,12459283.963471297,structural_zero,0.0
3,Region31Xinjiang,31,Xinjiang,Electricity,70422345.80995055,12459283.963471297,ok,5.652198474360005
4,Region1Beijing,1,Beijing,Investment,992.4856353195772,5.085672477436104,ok,195.1532741683613
4,Region1Beijing,1,Beijing,Fixed O&M,915.4210459385412,5.085672477436104,ok,180.00000000000836
4,Region1Beijing,1,Beijing,Variable O&M,0.0,5.085672477436104,ok,0.0
4,Region1Beijing,1,Beijing,Coal,339.6536069666071,5.085672477436104,ok,66.78637062720178
4,Region1Beijing,1,Beijing,Natural Gas,0.0,5.085672477436104,structural_zero,0.0
4,Region1Beijing,1,Beijing,Steel Scrap,103.74771853970135,5.085672477436104,ok,20.40000000000095
4,Region1Beijing,1,Beijing,DRI,0.0,5.085672477436104,structural_zero,0.0
4,Region1Beijing,1,Beijing,Hydrogen,0.0,5.085672477436104,structural_zero,0.0
4,Region1Beijing,1,Beijing,Electricity,41.76585067083763,5.085672477436104,ok,8.212453880217923
4,Region2Tianjin,2,Tianjin,Investment,627.1778171777595,2.7884577683841,ok,224.9192454297798
4,Region2Tianjin,2,Tianjin,Fixed O&M,501.9223983091714,2.7884577683841,ok,180.00000000001197
4,Region2Tianjin,2,Tianjin,Variable O&M,0.0,2.7884577683841,ok,0.0
4,Region2Tianjin,2,Tianjin,Coal,205.22653336263363,2.7884577683841,ok,73.59858043737258
4,Region2Tianjin,2,Tianjin,Natural Gas,0.0,2.7884577683841,structural_zero,0.0
4,Region2Tianjin,2,Tianjin,Steel Scrap,56.88453847503941,2.7884577683841,ok,20.400000000001352
4,Region2Tianjin,2,Tianjin,DRI,0.0,2.7884577683841,structural_zero,0.0
4,Region2Tianjin,2,Tianjin,Hydrogen,0.0,2.7884577683841,structural_zero,0.0
4,Region2Tianjin,2,Tianjin,Electricity,22.715102090185052,2.7884577683841,ok,8.146116590945669
4,Region3Hebei,3,Hebei,Investment,922.0410721734715,5.429199493316196,ok,169.8300225122658
4,Region3Hebei,3,Hebei,Fixed O&M,977.255908797044,5.429199493316196,ok,180.0000000000237
4,Region3Hebei,3,Hebei,Variable O&M,0.0,5.429199493316196,ok,0.0
4,Region3Hebei,3,Hebei,Coal,319.0849459652445,5.429199493316196,ok,58.77200614161721
4,Region3Hebei,3,Hebei,Natural Gas,0.0,5.429199493316196,structural_zero,0.0
4,Region3Hebei,3,Hebei,Steel Scrap,110.755669663665,5.429199493316196,ok,20.40000000000269
4,Region3Hebei,3,Hebei,DRI,0.0,5.429199493316196,structural_zero,0.0
4,Region3Hebei,3,Hebei,Hydrogen,0.0,5.429199493316196,structural_zero,0.0
4,Region3Hebei,3,Hebei,Electricity,43.32937118194267,5.429199493316196,ok,7.980802922288046
4,Region4Shanxi,4,Shanxi,Investment,959.7095094251156,5.357082809709661,ok,179.14778313406904
4,Region4Shanxi,4,Shanxi,Fixed O&M,964.2749057478842,5.357082809709661,ok,180.0000000000271
4,Region4Shanxi,4,Shanxi,Variable O&M,0.0,5.357082809709661,ok,0.0
4,Region4Shanxi,4,Shanxi,Coal,288.37077521556876,5.357082809709661,ok,53.829814744117726
4,Region4Shanxi,4,Shanxi,Natural Gas,0.0,5.357082809709661,structural_zero,0.0
4,Region4Shanxi,4,Shanxi,Steel Scrap,109.28448931809356,5.357082809709661,ok,20.400000000003075
4,Region4Shanxi,4,Shanxi,DRI,0.0,5.357082809709661,structural_zero,0.0
4,Region4Shanxi,4,Shanxi,Hydrogen,0.0,5.357082809709661,structural_zero,0.0
4,Region4Shanxi,4,Shanxi,Electricity,42.54040418297531,5.357082809709661,ok,7.940964456601498
4,Region5Innermongolia,5,Innermongolia,Investment,1039.181843188996,5.375219517049848,ok,193.32826127245195
4,Region5Innermongolia,5,Innermongolia,Fixed O&M,967.5395130690964,5.375219517049848,ok,180.00000000002302
4,Region5Innermongolia,5,Innermongolia,Variable O&M,0.0,5.375219517049848,ok,0.0
4,Region5Innermongolia,5,Innermongolia,Coal,183.80359827411786,5.375219517049848,ok,34.194621762163344
4,Region5Innermongolia,5,Innermongolia,Natural Gas,0.0,5.375219517049848,structural_zero,0.0
4,Region5Innermongolia,5,Innermongolia,Steel Scrap,109.65447814783093,5.375219517049848,ok,20.40000000000261
4,Region5Innermongolia,5,Innermongolia,DRI,0.0,5.375219517049848,structural_zero,0.0
4,Region5Innermongolia,5,Innermongolia,Hydrogen,0.0,5.375219517049848,structural_zero,0.0
4,Region5Innermongolia,5,Innermongolia,Electricity,36.3124005242802,5.375219517049848,ok,6.755519548383023
4,Region6Liaoning,6,Liaoning,Investment,998.2087917183802,4.572545777051856,ok,218.304821950186
4,Region6Liaoning,6,Liaoning,Fixed O&M,823.0582398694327,4.572545777051856,ok,180.00000000002157
4,Region6Liaoning,6,Liaoning,Variable O&M,0.0,4.572545777051856,ok,0.0
4,Region6Liaoning,6,Liaoning,Coal,327.37136611387905,4.572545777051856,ok,71.5949893288879
4,Region6Liaoning,6,Liaoning,Natural Gas,0.0,4.572545777051856,structural_zero,0.0
4,Region6Liaoning,6,Liaoning,Steel Scrap,93.27993385186906,4.572545777051856,ok,20.40000000000245
4,Region6Liaoning,6,Liaoning,DRI,0.0,4.572545777051856,structural_zero,0.0
4,Region6Liaoning,6,Liaoning,Hydrogen,0.0,4.572545777051856,structural_zero,0.0
4,Region6Liaoning,6,Liaoning,Electricity,32.0189725661539,4.572545777051856,ok,7.0024389316880935
4,Region7Jilin,7,Jilin,Investment,944.803137346726,4.1792717661136205,ok,226.0688441003958
4,Region7Jilin,7,Jilin,Fixed O&M,752.2689179004919,4.1792717661136205,ok,180.00000000000963
4,Region7Jilin,7,Jilin,Variable O&M,0.0,4.1792717661136205,ok,0.0
4,Region7Jilin,7,Jilin,Coal,311.4961267171635,4.1792717661136205,ok,74.53358961789397
4,Region7Jilin,7,Jilin,Natural Gas,0.0,4.1792717661136205,structural_zero,0.0
4,Region7Jilin,7,Jilin,Steel Scrap,85.25714402872241,4.1792717661136205,ok,20.40000000000109
4,Region7Jilin,7,Jilin,DRI,0.0,4.1792717661136205,structural_zero,0.0
4,Region7Jilin,7,Jilin,Hydrogen,0.0,4.1792717661136205,structural_zero,0.0
4,Region7Jilin,7,Jilin,Electricity,23.945603989526596,4.1792717661136205,ok,5.729611599724715
4,Region8Heilongjiang,8,Heilongjiang,Investment,968.3682005147724,4.203674204188465,ok,230.36233387209407
