zone,Investment_cap,FixedOM_cap,VariableOM_cap,Startup_cap,NonServedDemand_cap,Supply_cap,UnmetPolicyPenalty_cap,Total_cap,Investment_no_cap,FixedOM_no_cap,VariableOM_no_cap,Startup_no_cap,NonServedDemand_no_cap,Supply_no_cap,UnmetPolicyPenalty_no_cap,Total_no_cap,Investment_diff,FixedOM_diff,VariableOM_diff,Startup_diff,NonServedDemand_diff,Supply_diff,UnmetPolicyPenalty_diff,Total_diff,Total_pct_change
cement_Region20Guangxi_cement_Region29Qinghai,0.0,0.0,1187.7499532762392,0.0,0.0,0.0,0.0,1187.7499532762392,0.0,0.0,374.7577385469231,0.0,0.0,0.0,0.0,374.7577385469231,0.0,0.0,812.9922147293162,0.0,0.0,0.0,0.0,812.9922147293162,216.93807254830634
cement_Region20Guangxi_cement_Region2Tianjin,0.0,0.0,1244.6933624924104,0.0,0.0,0.0,0.0,1244.6933624924104,0.0,0.0,383.6623473342664,0.0,0.0,0.0,0.0,383.6623473342664,0.0,0.0,861.031015158144,0.0,0.0,0.0,0.0,861.031015158144,224.42416388803704
cement_Region20Guangxi_cement_Region30Ningxia,0.0,0.0,1192.818071561294,0.0,0.0,0.0,0.0,1192.818071561294,0.0,0.0,366.8379236086485,0.0,0.0,0.0,0.0,366.8379236086485,0.0,0.0,825.9801479526454,0.0,0.0,0.0,0.0,825.9801479526454,225.16214785737935
cement_Region20Guangxi_cement_Region31Xinjiang,0.0,0.0,1251.3281898418315,0.0,0.0,0.0,0.0,1251.3281898418315,0.0,0.0,381.1560993680896,0.0,0.0,0.0,0.0,381.1560993680896,0.0,0.0,870.172090473742,0.0,0.0,0.0,0.0,870.172090473742,228.29808887130008
cement_Region20Guangxi_cement_Region3Hebei,0.0,0.0,1133.0862147687126,0.0,0.0,0.0,0.0,1133.0862147687126,0.0,0.0,379.02284586091673,0.0,0.0,0.0,0.0,379.02284586091673,0.0,0.0,754.0633689077958,0.0,0.0,0.0,0.0,754.0633689077958,198.94931852854617
cement_Region20Guangxi_cement_Region4Shanxi,0.0,0.0,1153.2904150071934,0.0,0.0,0.0,0.0,1153.2904150071934,0.0,0.0,366.04148366448305,0.0,0.0,0.0,0.0,366.04148366448305,0.0,0.0,787.2489313427103,0.0,0.0,0.0,0.0,787.2489313427103,215.07095957033923
cement_Region20Guangxi_cement_Region5Innermongolia,0.0,0.0,1079.6328320268526,0.0,0.0,0.0,0.0,1079.6328320268526,0.0,0.0,361.44664531530225,0.0,0.0,0.0,0.0,361.44664531530225,0.0,0.0,718.1861867115504,0.0,0.0,0.0,0.0,718.1861867115504,198.6977043555217
cement_Region20Guangxi_cement_Region6Liaoning,0.0,0.0,1283.8913884396095,0.0,0.0,0.0,0.0,1283.8913884396095,0.0,0.0,387.1188963187365,0.0,0.0,0.0,0.0,387.1188963187365,0.0,0.0,896.772492120873,0.0,0.0,0.0,0.0,896.772492120873,231.65298843549874
cement_Region20Guangxi_cement_Region7Jilin,0.0,0.0,1265.9984776761107,0.0,0.0,0.0,0.0,1265.9984776761107,0.0,0.0,388.6152573059711,0.0,0.0,0.0,0.0,388.6152573059711,0.0,0.0,877.3832203701396,0.0,0.0,0.0,0.0,877.3832203701396,225.77168648819762
cement_Region20Guangxi_cement_Region8Heilongjiang,0.0,0.0,1246.281622201228,0.0,0.0,0.0,0.0,1246.281622201228,0.0,0.0,385.2862468593536,0.0,0.0,0.0,0.0,385.2862468593536,0.0,0.0,860.9953753418744,0.0,0.0,0.0,0.0,860.9953753418744,223.4690135867153
cement_Region20Guangxi_cement_Region9Shanghai,0.0,0.0,1354.6943257588275,0.0,0.0,0.0,0.0,1354.6943257588275,0.0,0.0,379.2201195034444,0.0,0.0,0.0,0.0,379.2201195034444,0.0,0.0,975.4742062553831,0.0,0.0,0.0,0.0,975.4742062553831,257.2316594205712
cement_Region21Hainan_cement_Region10Jiangsu,0.0,0.0,1683.3791523112611,0.0,0.0,0.0,0.0,1683.3791523112611,0.0,0.0,431.19711525721095,0.0,0.0,0.0,0.0,431.19711525721095,0.0,0.0,1252.1820370540502,0.0,0.0,0.0,0.0,1252.1820370540502,290.39666378730715
cement_Region21Hainan_cement_Region11Zhejiang,0.0,0.0,1568.9731471008015,0.0,0.0,0.0,0.0,1568.9731471008015,0.0,0.0,412.6389152413614,0.0,0.0,0.0,0.0,412.6389152413614,0.0,0.0,1156.33423185944,0.0,0.0,0.0,0.0,1156.33423185944,280.22907902011013
cement_Region21Hainan_cement_Region12Anhui,0.0,0.0,1696.2345759346745,0.0,0.0,0.0,0.0,1696.2345759346745,0.0,0.0,441.66788444377545,0.0,0.0,0.0,0.0,441.66788444377545,0.0,0.0,1254.566691490899,0.0,0.0,0.0,0.0,1254.566691490899,284.0520526120812
cement_Region21Hainan_cement_Region13Fujian,0.0,0.0,1578.4518426897537,0.0,0.0,0.0,0.0,1578.4518426897537,0.0,0.0,438.8660418393337,0.0,0.0,0.0,0.0,438.8660418393337,0.0,0.0,1139.58580085042,0.0,0.0,0.0,0.0,1139.58580085042,259.66597827307305
cement_Region21Hainan_cement_Region14Jiangxi,0.0,0.0,1945.7465835852972,0.0,0.0,0.0,0.0,1945.7465835852972,0.0,0.0,445.51349071504495,0.0,0.0,0.0,0.0,445.51349071504495,0.0,0.0,1500.2330928702522,0.0,0.0,0.0,0.0,1500.2330928702522,336.7424610335351
cement_Region21Hainan_cement_Region15Shandong,0.0,0.0,1469.649866699552,0.0,0.0,0.0,0.0,1469.649866699552,0.0,0.0,417.5730201260328,0.0,0.0,0.0,0.0,417.5730201260328,0.0,0.0,1052.076846573519,0.0,0.0,0.0,0.0,1052.076846573519,251.95038852270173
cement_Region21Hainan_cement_Region16Henan,0.0,0.0,1412.8893441689704,0.0,0.0,0.0,0.0,1412.8893441689704,0.0,0.0,426.1921092370201,0.0,0.0,0.0,0.0,426.1921092370201,0.0,0.0,986.6972349319503,0.0,0.0,0.0,0.0,986.6972349319503,231.5146652288708
cement_Region21Hainan_cement_Region17Hubei,0.0,0.0,1798.1926144287263,0.0,0.0,0.0,0.0,1798.1926144287263,0.0,0.0,451.3811274166546,0.0,0.0,0.0,0.0,451.3811274166546,0.0,0.0,1346.8114870120717,0.0,0.0,0.0,0.0,1346.8114870120717,298.37567527914734
cement_Region21Hainan_cement_Region18Hunan,0.0,0.0,2080.5146999216863,0.0,0.0,0.0,0.0,2080.5146999216863,0.0,0.0,452.67359326598,0.0,0.0,0.0,0.0,452.67359326598,0.0,0.0,1627.8411066557064,0.0,0.0,0.0,0.0,1627.8411066557064,359.60593479974136
cement_Region21Hainan_cement_Region19Guangdong,0.0,0.0,17562.035017331295,0.0,0.0,0.0,0.0,17562.035017331295,0.0,0.0,3870.431563786823,0.0,0.0,0.0,0.0,3870.431563786823,0.0,0.0,13691.60345354447,0.0,0.0,0.0,0.0,13691.60345354447,353.7487545742478
cement_Region21Hainan_cement_Region1Beijing,0.0,0.0,1310.2433691921171,0.0,0.0,0.0,0.0,1310.2433691921171,0.0,0.0,403.15644928103575,0.0,0.0,0.0,0.0,403.15644928103575,0.0,0.0,907.0869199110814,0.0,0.0,0.0,0.0,907.0869199110814,224.99625679527736
cement_Region21Hainan_cement_Region20Guangxi,0.0,0.0,2844.8276270414053,0.0,0.0,0.0,0.0,2844.8276270414053,0.0,0.0,690.7739345852005,0.0,0.0,0.0,0.0,690.7739345852005,0.0,0.0,2154.0536924562048,0.0,0.0,0.0,0.0,2154.0536924562048,311.8319300437533
cement_Region21Hainan_cement_Region22Chongqing,0.0,0.0,1642.5100308438568,0.0,0.0,0.0,0.0,1642.5100308438568,0.0,0.0,438.2921055513542,0.0,0.0,0.0,0.0,438.2921055513542,0.0,0.0,1204.2179252925025,0.0,0.0,0.0,0.0,1204.2179252925025,274.7523649274138
cement_Region21Hainan_cement_Region23Sichuan,0.0,0.0,1392.6555399652584,0.0,0.0,0.0,0.0,1392.6555399652584,0.0,0.0,413.9505462386563,0.0,0.0,0.0,0.0,413.9505462386563,0.0,0.0,978.7049937266022,0.0,0.0,0.0,0.0,978.7049937266022,236.43041484533907
cement_Region21Hainan_cement_Region24Guizhou,0.0,0.0,1308.809380928556,0.0,0.0,0.0,0.0,1308.809380928556,0.0,0.0,410.9064508399982,0.0,0.0,0.0,0.0,410.9064508399982,0.0,0.0,897.9029300885579,0.0,0.0,0.0,0.0,897.9029300885579,218.51760376431523
cement_Region21Hainan_cement_Region25Yunnan,0.0,0.0,1303.101319253285,0.0,0.0,0.0,0.0,1303.101319253285,0.0,0.0,405.74886846961755,0.0,0.0,0.0,0.0,405.74886846961755,0.0,0.0,897.3524507836676,0.0,0.0,0.0,0.0,897.3524507836676,221.159569506196
cement_Region21Hainan_cement_Region27Shaanxi,0.0,0.0,1424.5903404043434,0.0,0.0,0.0,0.0,1424.5903404043434,0.0,0.0,400.900234953451,0.0,0.0,0.0,0.0,400.900234953451,0.0,0.0,1023.6901054508924,0.0,0.0,0.0,0.0,1023.6901054508924,255.3478437271942
cement_Region21Hainan_cement_Region28Gansu,0.0,0.0,1356.2128206004804,0.0,0.0,0.0,0.0,1356.2128206004804,0.0,0.0,409.967243494739,0.0,0.0,0.0,0.0,409.967243494739,0.0,0.0,946.2455771057414,0.0,0.0,0.0,0.0,946.2455771057414,230.81004449027017
cement_Region21Hainan_cement_Region29Qinghai,0.0,0.0,1275.6615527729634,0.0,0.0,0.0,0.0,1275.6615527729634,0.0,0.0,402.3591404989082,0.0,0.0,0.0,0.0,402.3591404989082,0.0,0.0,873.3024122740553,0.0,0.0,0.0,0.0,873.3024122740553,217.04550098978677
cement_Region21Hainan_cement_Region2Tianjin,0.0,0.0,1359.5414812907725,0.0,0.0,0.0,0.0,1359.5414812907725,0.0,0.0,409.3804327388045,0.0,0.0,0.0,0.0,409.3804327388045,0.0,0.0,950.161048551968,0.0,0.0,0.0,0.0,950.161048551968,232.09732868649238
cement_Region21Hainan_cement_Region30Ningxia,0.0,0.0,1301.4369238295162,0.0,0.0,0.0,0.0,1301.4369238295162,0.0,0.0,394.1500469676938,0.0,0.0,0.0,0.0,394.1500469676938,0.0,0.0,907.2868768618224,0.0,0.0,0.0,0.0,907.2868768618224,230.18819453196397
cement_Region21Hainan_cement_Region31Xinjiang,0.0,0.0,1308.8298551764544,0.0,0.0,0.0,0.0,1308.8298551764544,0.0,0.0,398.73216471326657,0.0,0.0,0.0,0.0,398.73216471326657,0.0,0.0,910.0976904631879,0.0,0.0,0.0,0.0,910.0976904631879,228.24787438897758
cement_Region21Hainan_cement_Region3Hebei,0.0,0.0,1249.7288383750897,0.0,0.0,0.0,0.0,1249.7288383750897,0.0,0.0,408.0630021958189,0.0,0.0,0.0,0.0,408.0630021958189,0.0,0.0,841.6658361792709,0.0,0.0,0.0,0.0,841.6658361792709,206.25879622759263
cement_Region21Hainan_cement_Region4Shanxi,0.0,0.0,1263.2008665124804,0.0,0.0,0.0,0.0,1263.2008665124804,0.0,0.0,394.8600822049232,0.0,0.0,0.0,0.0,394.8600822049232,0.0,0.0,868.3407843075572,0.0,0.0,0.0,0.0,868.3407843075572,219.9110073266177
cement_Region21Hainan_cement_Region5Innermongolia,0.0,0.0,1176.3497995485009,0.0,0.0,0.0,0.0,1176.3497995485009,0.0,0.0,383.9858871981452,0.0,0.0,0.0,0.0,383.9858871981452,0.0,0.0,792.3639123503557,0.0,0.0,0.0,0.0,792.3639123503557,206.3523527210984
cement_Region21Hainan_cement_Region6Liaoning,0.0,0.0,1376.5039180345543,0.0,0.0,0.0,0.0,1376.5039180345543,0.0,0.0,407.98264180281143,0.0,0.0,0.0,0.0,407.98264180281143,0.0,0.0,968.5212762317428,0.0,0.0,0.0,0.0,968.5212762317428,237.3927655235524
cement_Region21Hainan_cement_Region7Jilin,0.0,0.0,1347.6527962041173,0.0,0.0,0.0,0.0,1347.6527962041173,0.0,0.0,407.5918886355946,0.0,0.0,0.0,0.0,407.5918886355946,0.0,0.0,940.0609075685227,0.0,0.0,0.0,0.0,940.0609075685227,230.63778592732967
cement_Region21Hainan_cement_Region8Heilongjiang,0.0,0.0,1320.2038393876478,0.0,0.0,0.0,0.0,1320.2038393876478,0.0,0.0,403.0361257903675,0.0,0.0,0.0,0.0,403.0361257903675,0.0,0.0,917.1677135972802,0.0,0.0,0.0,0.0,917.1677135972802,227.56464120894452
cement_Region21Hainan_cement_Region9Shanghai,0.0,0.0,1543.7618556167345,0.0,0.0,0.0,0.0,1543.7618556167345,0.0,0.0,412.0212290010255,0.0,0.0,0.0,0.0,412.0212290010255,0.0,0.0,1131.740626615709,0.0,0.0,0.0,0.0,1131.740626615709,274.68017348516094
cement_Region22Chongqing_cement_Region10Jiangsu,0.0,0.0,1630.5533575713218,0.0,0.0,0.0,0.0,1630.5533575713218,0.0,0.0,415.5513244553433,0.0,0.0,0.0,0.0,415.5513244553433,0.0,0.0,1215.0020331159785,0.0,0.0,0.0,0.0,1215.0020331159785,292.38314538125053
cement_Region22Chongqing_cement_Region11Zhejiang,0.0,0.0,1369.5696143586886,0.0,0.0,0.0,0.0,1369.5696143586886,0.0,0.0,394.6130907384676,0.0,0.0,0.0,0.0,394.6130907384676,0.0,0.0,974.956523620221,0.0,0.0,0.0,0.0,974.956523620221,247.0664421688889
cement_Region22Chongqing_cement_Region12Anhui,0.0,0.0,1699.2466196819678,0.0,0.0,0.0,0.0,1699.2466196819678,0.0,0.0,426.5964369423706,0.0,0.0,0.0,0.0,426.5964369423706,0.0,0.0,1272.6501827395973,0.0,0.0,0.0,0.0,1272.6501827395973,298.3264913934387
cement_Region22Chongqing_cement_Region13Fujian,0.0,0.0,1455.033577376238,0.0,0.0,0.0,0.0,1455.033577376238,0.0,0.0,414.0993509204922,0.0,0.0,0.0,0.0,414.0993509204922,0.0,0.0,1040.9342264557458,0.0,0.0,0.0,0.0,1040.9342264557458,251.37306401033385
cement_Region22Chongqing_cement_Region14Jiangxi,0.0,0.0,1747.718036449985,0.0,0.0,0.0,0.0,1747.718036449985,0.0,0.0,421.69516741063615,0.0,0.0,0.0,0.0,421.69516741063615,0.0,0.0,1326.0228690393487,0.0,0.0,0.0,0.0,1326.0228690393487,314.4505727162154
cement_Region22Chongqing_cement_Region15Shandong,0.0,0.0,1469.3625668896066,0.0,0.0,0.0,0.0,1469.3625668896066,0.0,0.0,399.16838291542655,0.0,0.0,0.0,0.0,399.16838291542655,0.0,0.0,1070.19418397418,0.0,0.0,0.0,0.0,1070.19418397418,268.10594971419033
cement_Region22Chongqing_cement_Region16Henan,0.0,0.0,1373.9879012181354,0.0,0.0,0.0,0.0,1373.9879012181354,0.0,0.0,406.01637986346213,0.0,0.0,0.0,0.0,406.01637986346213,0.0,0.0,967.9715213546733,0.0,0.0,0.0,0.0,967.9715213546733,238.40701246589836
cement_Region22Chongqing_cement_Region17Hubei,0.0,0.0,1714.6650845950337,0.0,0.0,0.0,0.0,1714.6650845950337,0.0,0.0,433.7596601656538,0.0,0.0,0.0,0.0,433.7596601656538,0.0,0.0,1280.9054244293798,0.0,0.0,0.0,0.0,1280.9054244293798,295.30303116251036
cement_Region22Chongqing_cement_Region18Hunan,0.0,0.0,1860.6068412447044,0.0,0.0,0.0,0.0,1860.6068412447044,0.0,0.0,422.3592428190221,0.0,0.0,0.0,0.0,422.3592428190221,0.0,0.0,1438.2475984256823,0.0,0.0,0.0,0.0,1438.2475984256823,340.5270804129084
cement_Region22Chongqing_cement_Region19Guangdong,0.0,0.0,2926.4230125103895,0.0,0.0,0.0,0.0,2926.4230125103895,0.0,0.0,632.5682835145524,0.0,0.0,0.0,0.0,632.5682835145524,0.0,0.0,2293.854728995837,0.0,0.0,0.0,0.0,2293.854728995837,362.62563090440915
cement_Region22Chongqing_cement_Region1Beijing,0.0,0.0,1273.8817219032169,0.0,0.0,0.0,0.0,1273.8817219032169,0.0,0.0,381.5647528169788,0.0,0.0,0.0,0.0,381.5647528169788,0.0,0.0,892.316969086238,0.0,0.0,0.0,0.0,892.316969086238,233.85728437926403
cement_Region22Chongqing_cement_Region20Guangxi,0.0,0.0,1920.4302033013512,0.0,0.0,0.0,0.0,1920.4302033013512,0.0,0.0,506.4891061061989,0.0,0.0,0.0,0.0,506.4891061061989,0.0,0.0,1413.9410971951522,0.0,0.0,0.0,0.0,1413.9410971951522,279.165154817502
cement_Region22Chongqing_cement_Region21Hainan,0.0,0.0,1436.4409341968403,0.0,0.0,0.0,0.0,1436.4409341968403,0.0,0.0,383.2907945333232,0.0,0.0,0.0,0.0,383.2907945333232,0.0,0.0,1053.1501396635172,0.0,0.0,0.0,0.0,1053.1501396635172,274.76530996414436
cement_Region22Chongqing_cement_Region23Sichuan,0.0,0.0,826.6618528799472,0.0,0.0,0.0,0.0,826.6618528799472,0.0,0.0,380.4417506667053,0.0,0.0,0.0,0.0,380.4417506667053,0.0,0.0,446.22010221324194,0.0,0.0,0.0,0.0,446.22010221324194,117.2899928652056
cement_Region22Chongqing_cement_Region24Guizhou,0.0,0.0,1657.1272095847328,0.0,0.0,0.0,0.0,1657.1272095847328,0.0,0.0,298.4888278066718,0.0,0.0,0.0,0.0,298.4888278066718,0.0,0.0,1358.638381778061,0.0,0.0,0.0,0.0,1358.638381778061,455.17227286578293
cement_Region22Chongqing_cement_Region25Yunnan,0.0,0.0,676.4289688793907,0.0,0.0,0.0,0.0,676.4289688793907,0.0,0.0,319.8666770649876,0.0,0.0,0.0,0.0,319.8666770649876,0.0,0.0,356.5622918144031,0.0,0.0,0.0,0.0,356.5622918144031,111.47215930278354
cement_Region22Chongqing_cement_Region27Shaanxi,0.0,0.0,1225.1797418652338,0.0,0.0,0.0,0.0,1225.1797418652338,0.0,0.0,352.46267212309334,0.0,0.0,0.0,0.0,352.46267212309334,0.0,0.0,872.7170697421404,0.0,0.0,0.0,0.0,872.7170697421404,247.60553067513334
cement_Region22Chongqing_cement_Region28Gansu,0.0,0.0,1327.856653627532,0.0,0.0,0.0,0.0,1327.856653627532,0.0,0.0,382.45137962401895,0.0,0.0,0.0,0.0,382.45137962401895,0.0,0.0,945.4052740035131,0.0,0.0,0.0,0.0,945.4052740035131,247.19619914377716
cement_Region22Chongqing_cement_Region29Qinghai,0.0,0.0,1219.6050737182063,0.0,0.0,0.0,0.0,1219.6050737182063,0.0,0.0,373.2608786824835,0.0,0.0,0.0,0.0,373.2608786824835,0.0,0.0,846.3441950357228,0.0,0.0,0.0,0.0,846.3441950357228,226.74334316071477
cement_Region22Chongqing_cement_Region2Tianjin,0.0,0.0,1334.481047768929,0.0,0.0,0.0,0.0,1334.481047768929,0.0,0.0,390.14883376754995,0.0,0.0,0.0,0.0,390.14883376754995,0.0,0.0,944.3322140013792,0.0,0.0,0.0,0.0,944.3322140013792,242.0440950398972
cement_Region22Chongqing_cement_Region30Ningxia,0.0,0.0,1230.8156183741924,0.0,0.0,0.0,0.0,1230.8156183741924,0.0,0.0,359.90389807228155,0.0,0.0,0.0,0.0,359.90389807228155,0.0,0.0,870.9117203019108,0.0,0.0,0.0,0.0,870.9117203019108,241.9845200251209
cement_Region22Chongqing_cement_Region31Xinjiang,0.0,0.0,1326.9649273997484,0.0,0.0,0.0,0.0,1326.9649273997484,0.0,0.0,385.9911945777539,0.0,0.0,0.0,0.0,385.9911945777539,0.0,0.0,940.9737328219944,0.0,0.0,0.0,0.0,940.9737328219944,243.78113958048985
cement_Region22Chongqing_cement_Region3Hebei,0.0,0.0,1171.2903878476247,0.0,0.0,0.0,0.0,1171.2903878476247,0.0,0.0,381.9764712049546,0.0,0.0,0.0,0.0,381.9764712049546,0.0,0.0,789.3139166426702,0.0,0.0,0.0,0.0,789.3139166426702,206.63940743594998
cement_Region22Chongqing_cement_Region4Shanxi,0.0,0.0,1177.724634006456,0.0,0.0,0.0,0.0,1177.724634006456,0.0,0.0,362.1202784705985,0.0,0.0,0.0,0.0,362.1202784705985,0.0,0.0,815.6043555358574,0.0,0.0,0.0,0.0,815.6043555358574,225.2302353738741
cement_Region22Chongqing_cement_Region5Innermongolia,0.0,0.0,1116.3431655686818,0.0,0.0,0.0,0.0,1116.3431655686818,0.0,0.0,357.69870249865534,0.0,0.0,0.0,0.0,357.69870249865534,0.0,0.0,758.6444630700264,0.0,0.0,0.0,0.0,758.6444630700264,212.0903592242911
cement_Region22Chongqing_cement_Region6Liaoning,0.0,0.0,1365.262205533577,0.0,0.0,0.0,0.0,1365.262205533577,0.0,0.0,395.7705967411856,0.0,0.0,0.0,0.0,395.7705967411856,0.0,0.0,969.4916087923913,0.0,0.0,0.0,0.0,969.4916087923913,244.96302069311903
cement_Region22Chongqing_cement_Region7Jilin,0.0,0.0,1338.1376503025265,0.0,0.0,0.0,0.0,1338.1376503025265,0.0,0.0,396.3735671776458,0.0,0.0,0.0,0.0,396.3735671776458,0.0,0.0,941.7640831248807,0.0,0.0,0.0,0.0,941.7640831248807,237.5950772476216
cement_Region22Chongqing_cement_Region8Heilongjiang,0.0,0.0,1308.914321716553,0.0,0.0,0.0,0.0,1308.914321716553,0.0,0.0,391.893848446556,0.0,0.0,0.0,0.0,391.893848446556,0.0,0.0,917.0204732699972,0.0,0.0,0.0,0.0,917.0204732699972,233.9971594106445
cement_Region22Chongqing_cement_Region9Shanghai,0.0,0.0,1460.702320429807,0.0,0.0,0.0,0.0,1460.702320429807,0.0,0.0,394.8321329866593,0.0,0.0,0.0,0.0,394.8321329866593,0.0,0.0,1065.8701874431476,0.0,0.0,0.0,0.0,1065.8701874431476,269.9552793184545
cement_Region23Sichuan_cement_Region10Jiangsu,0.0,0.0,1636.4167140738812,0.0,0.0,0.0,0.0,1636.4167140738812,0.0,0.0,436.25345425932943,0.0,0.0,0.0,0.0,436.25345425932943,0.0,0.0,1200.1632598145518,0.0,0.0,0.0,0.0,1200.1632598145518,275.1068783746796
cement_Region23Sichuan_cement_Region11Zhejiang,0.0,0.0,1431.6495332866953,0.0,0.0,0.0,0.0,1431.6495332866953,0.0,0.0,408.82463384747143,0.0,0.0,0.0,0.0,408.82463384747143,0.0,0.0,1022.8248994392238,0.0,0.0,0.0,0.0,1022.8248994392238,250.18670959559398
cement_Region23Sichuan_cement_Region12Anhui,0.0,0.0,1714.8488547720435,0.0,0.0,0.0,0.0,1714.8488547720435,0.0,0.0,448.0061056602103,0.0,0.0,0.0,0.0,448.0061056602103,0.0,0.0,1266.8427491118332,0.0,0.0,0.0,0.0,1266.8427491118332,282.77354551785254
cement_Region23Sichuan_cement_Region13Fujian,0.0,0.0,1473.2918322858654,0.0,0.0,0.0,0.0,1473.2918322858654,0.0,0.0,424.9138098100039,0.0,0.0,0.0,0.0,424.9138098100039,0.0,0.0,1048.3780224758616,0.0,0.0,0.0,0.0,1048.3780224758616,246.72721814916622
cement_Region23Sichuan_cement_Region14Jiangxi,0.0,0.0,1716.28277094934,0.0,0.0,0.0,0.0,1716.28277094934,0.0,0.0,436.51708934856,0.0,0.0,0.0,0.0,436.51708934856,0.0,0.0,1279.76568160078,0.0,0.0,0.0,0.0,1279.76568160078,293.1765360001482
cement_Region23Sichuan_cement_Region15Shandong,0.0,0.0,1543.3613561965196,0.0,0.0,0.0,0.0,1543.3613561965196,0.0,0.0,412.6665415799104,0.0,0.0,0.0,0.0,412.6665415799104,0.0,0.0,1130.6948146166092,0.0,0.0,0.0,0.0,1130.6948146166092,273.99721098970093
cement_Region23Sichuan_cement_Region16Henan,0.0,0.0,1487.0615741278473,0.0,0.0,0.0,0.0,1487.0615741278473,0.0,0.0,422.3122123927329,0.0,0.0,0.0,0.0,422.3122123927329,0.0,0.0,1064.7493617351145,0.0,0.0,0.0,0.0,1064.7493617351145,252.1237441139736
cement_Region23Sichuan_cement_Region17Hubei,0.0,0.0,1766.338825606084,0.0,0.0,0.0,0.0,1766.338825606084,0.0,0.0,452.0996929893281,0.0,0.0,0.0,0.0,452.0996929893281,0.0,0.0,1314.2391326167558,0.0,0.0,0.0,0.0,1314.2391326167558,290.6967540559199
cement_Region23Sichuan_cement_Region18Hunan,0.0,0.0,1819.9792953845008,0.0,0.0,0.0,0.0,1819.9792953845008,0.0,0.0,444.5457190176792,0.0,0.0,0.0,0.0,444.5457190176792,0.0,0.0,1375.4335763668216,0.0,0.0,0.0,0.0,1375.4335763668216,309.40205192081083
cement_Region23Sichuan_cement_Region19Guangdong,0.0,0.0,2560.7946845950705,0.0,0.0,0.0,0.0,2560.7946845950705,0.0,0.0,586.8912949165265,0.0,0.0,0.0,0.0,586.8912949165265,0.0,0.0,1973.903389678544,0.0,0.0,0.0,0.0,1973.903389678544,336.3320272043381
cement_Region23Sichuan_cement_Region1Beijing,0.0,0.0,1326.9065593402254,0.0,0.0,0.0,0.0,1326.9065593402254,0.0,0.0,391.8541555268097,0.0,0.0,0.0,0.0,391.8541555268097,0.0,0.0,935.0524038134157,0.0,0.0,0.0,0.0,935.0524038134157,238.62255653671173
cement_Region23Sichuan_cement_Region20Guangxi,0.0,0.0,1894.0921599015028,0.0,0.0,0.0,0.0,1894.0921599015028,0.0,0.0,474.2890048518064,0.0,0.0,0.0,0.0,474.2890048518064,0.0,0.0,1419.8031550496964,0.0,0.0,0.0,0.0,1419.8031550496964,299.354010007742
cement_Region23Sichuan_cement_Region21Hainan,0.0,0.0,1469.4781747233822,0.0,0.0,0.0,0.0,1469.4781747233822,0.0,0.0,398.4420973868828,0.0,0.0,0.0,0.0,398.4420973868828,0.0,0.0,1071.0360773364994,0.0,0.0,0.0,0.0,1071.0360773364994,268.80595307592097
cement_Region23Sichuan_cement_Region22Chongqing,0.0,0.0,1697.4988797676028,0.0,0.0,0.0,0.0,1697.4988797676028,0.0,0.0,554.8806783216213,0.0,0.0,0.0,0.0,554.8806783216213,0.0,0.0,1142.6182014459814,0.0,0.0,0.0,0.0,1142.6182014459814,205.9214252877074
cement_Region23Sichuan_cement_Region24Guizhou,0.0,0.0,1649.3070492877305,0.0,0.0,0.0,0.0,1649.3070492877305,0.0,0.0,361.87089706924746,0.0,0.0,0.0,0.0,361.87089706924746,0.0,0.0,1287.4361522184831,0.0,0.0,0.0,0.0,1287.4361522184831,355.77222778766867
cement_Region23Sichuan_cement_Region25Yunnan,0.0,0.0,526.1899210491528,0.0,0.0,0.0,0.0,526.1899210491528,0.0,0.0,1121.5835669518754,0.0,0.0,0.0,0.0,1121.5835669518754,0.0,0.0,-595.3936459027226,0.0,0.0,0.0,0.0,-595.3936459027226,-53.08508999653252
cement_Region23Sichuan_cement_Region27Shaanxi,0.0,0.0,1288.0230809381803,0.0,0.0,0.0,0.0,1288.0230809381803,0.0,0.0,375.7223850277989,0.0,0.0,0.0,0.0,375.7223850277989,0.0,0.0,912.3006959103814,0.0,0.0,0.0,0.0,912.3006959103814,242.81244138351835
cement_Region23Sichuan_cement_Region28Gansu,0.0,0.0,1316.361566782974,0.0,0.0,0.0,0.0,1316.361566782974,0.0,0.0,390.6840005002306,0.0,0.0,0.0,0.0,390.6840005002306,0.0,0.0,925.6775662827434,0.0,0.0,0.0,0.0,925.6775662827434,236.93766959934598
cement_Region23Sichuan_cement_Region29Qinghai,0.0,0.0,1202.3772267073325,0.0,0.0,0.0,0.0,1202.3772267073325,0.0,0.0,376.3603078754627,0.0,0.0,0.0,0.0,376.3603078754627,0.0,0.0,826.0169188318698,0.0,0.0,0.0,0.0,826.0169188318698,219.47503537094514
cement_Region23Sichuan_cement_Region2Tianjin,0.0,0.0,1390.5452010048898,0.0,0.0,0.0,0.0,1390.5452010048898,0.0,0.0,401.11861805679786,0.0,0.0,0.0,0.0,401.11861805679786,0.0,0.0,989.4265829480919,0.0,0.0,0.0,0.0,989.4265829480919,246.6668308096311
